id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
277|ShapeFile of the census tracts of the municipality Maricá / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maricá / RJ / Southeast|Marica.zip|2000|01/01/2004
278|ShapeFile of the census tracts of the municipality Marília / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Marília / SP / Southeast|Marilia.zip|2000|01/01/2004
279|ShapeFile of the census tracts of the municipality Maringá / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maringá / PR / South|Maringa.zip|2000|01/01/2004
280|ShapeFile of the census tracts of the municipality Mário Campos / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mário Campos / MG / Southeast|Mario_Campos.zip|2000|01/01/2004
281|ShapeFile of the census tracts of the municipality Marituba / PA / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Marituba / PA / North|Marituba.zip|2000|01/01/2004
282|ShapeFile of the census tracts of the municipality Maruim / SE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maruim / SE / Northeast|Maruim.zip|2000|01/01/2004
283|ShapeFile of the census tracts of the municipality Mateus Leme / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mateus Leme / MG / Southeast|Mateus_Leme.zip|2000|01/01/2004
284|ShapeFile of the census tracts of the municipality Matozinhos / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Matozinhos / MG / Southeast|Matozinhos.zip|2000|01/01/2004
285|ShapeFile of the census tracts of the municipality Mauá / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mauá / SP / Southeast|Maua.zip|2000|01/01/2004
286|ShapeFile of the census tracts of the municipality Mesquita / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mesquita / RJ / Southeast|Mesquita.zip|2000|01/01/2004
287|ShapeFile of the census tracts of the municipality Messias / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Messias / AL / Northeast|Messias.zip|2000|01/01/2004
288|ShapeFile of the census tracts of the municipality Mogi das Cruzes / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mogi das Cruzes / SP / Southeast|Mogi_das_Cruzes.zip|2000|01/01/2004
289|ShapeFile of the census tracts of the municipality Mongaguá / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mongaguá / SP / Southeast|Mongagua.zip|2000|01/01/2004
290|ShapeFile of the census tracts of the municipality Monte Alegre / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Monte Alegre / RN / Northeast|Monte_Alegre.zip|2000|01/01/2004
291|ShapeFile of the census tracts of the municipality Monte Mor / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Monte Mor / SP / Southeast|Monte_Mor.zip|2000|01/01/2004
292|ShapeFile of the census tracts of the municipality Montenegro / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Montenegro / RS / South|Montenegro.zip|2000|01/01/2004
293|ShapeFile of the census tracts of the municipality Montes Claros / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Montes Claros / MG / Southeast|Montes_Claros.zip|2000|01/01/2004
294|ShapeFile of the census tracts of the municipality Moreno / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Moreno / PE / Northeast|Moreno.zip|2000|01/01/2004
295|ShapeFile of the census tracts of the municipality Mossoró / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mossoró / RN / Northeast|Mossoro.zip|2000|01/01/2004
296|ShapeFile of the census tracts of the municipality Natal / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Natal / RN / Northeast|Natal.zip|2000|01/01/2004
297|ShapeFile of the census tracts of the municipality Nerópolis / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nerópolis / GO / Midwest|Neropolis.zip|2000|01/01/2004
298|ShapeFile of the census tracts of the municipality Nilópolis / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nilópolis / RJ / Southeast|Nilopolis.zip|2000|01/01/2004
299|ShapeFile of the census tracts of the municipality Nísia Floresta / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nísia Floresta / RN / Northeast|Nisia_Floresta.zip|2000|01/01/2004
300|ShapeFile of the census tracts of the municipality Niterói / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Niterói / RJ / Southeast|Niteroi.zip|2000|01/01/2004
301|ShapeFile of the census tracts of the municipality Nova Friburgo / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova Friburgo / RJ / Southeast|Nova_Friburgo.zip|2000|01/01/2004
302|ShapeFile of the census tracts of the municipality Nova Hartz / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova Hartz / RS / South|Nova_Hartz.zip|2000|01/01/2004
303|ShapeFile of the census tracts of the municipality Nova Iguaçu / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova Iguaçu / RJ / Southeast|Nova_Iguacu.zip|2000|01/01/2004
304|ShapeFile of the census tracts of the municipality Nova Lima / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova Lima / MG / Southeast|Nova_Lima.zip|2000|01/01/2004
305|ShapeFile of the census tracts of the municipality Nova Odessa / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova Odessa / SP / Southeast|Nova_Odessa.zip|2000|01/01/2004
306|ShapeFile of the census tracts of the municipality Nova Santa Rita / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova Santa Rita / RS / South|Nova_Santa_Rita.zip|2000|01/01/2004
307|ShapeFile of the census tracts of the municipality Nova União / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Nova União / MG / Southeast|Nova_Uniao.zip|2000|01/01/2004
308|ShapeFile of the census tracts of the municipality Novo Gama / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Novo Gama / GO / Midwest|Novo_Gama.zip|2000|01/01/2004
309|ShapeFile of the census tracts of the municipality Novo Hamburgo / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Novo Hamburgo / RS / South|Novo_Hamburgo.zip|2000|01/01/2004
310|ShapeFile of the census tracts of the municipality Olinda / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Olinda / PE / Northeast|Olinda.zip|2000|01/01/2004
311|ShapeFile of the census tracts of the municipality Osasco / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Osasco / SP / Southeast|Osasco.zip|2000|01/01/2004
312|ShapeFile of the census tracts of the municipality Pacajus / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pacajus / CE / Northeast|Pacajus.zip|2000|01/01/2004
313|ShapeFile of the census tracts of the municipality Pacatuba / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pacatuba / CE / Northeast|Pacatuba.zip|2000|01/01/2004
314|ShapeFile of the census tracts of the municipality Paço do Lumiar / MA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Paço do Lumiar / MA / Northeast|Paco_do_Lumiar.zip|2000|01/01/2004
315|ShapeFile of the census tracts of the municipality Padre Bernardo / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Padre Bernardo / GO / Midwest|Padre_Bernardo.zip|2000|01/01/2004
316|ShapeFile of the census tracts of the municipality Palmas / TO / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Palmas / TO / North|Palmas.zip|2000|01/01/2004
317|ShapeFile of the census tracts of the municipality Paracambi / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Paracambi / RJ / Southeast|Paracambi.zip|2000|01/01/2004
318|ShapeFile of the census tracts of the municipality Paripueira / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Paripueira / AL / Northeast|Paripueira.zip|2000|01/01/2004
319|ShapeFile of the census tracts of the municipality Parnamirim / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Parnamirim / RN / Northeast|Parnamirim.zip|2000|01/01/2004
320|ShapeFile of the census tracts of the municipality Parobé / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Parobé / RS / South|Parobe.zip|2000|01/01/2004
321|ShapeFile of the census tracts of the municipality Passo Fundo / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Passo Fundo / RS / South|Passo_Fundo.zip|2000|01/01/2004
322|ShapeFile of the census tracts of the municipality Paulínia / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Paulínia / SP / Southeast|Paulinia.zip|2000|01/01/2004
323|ShapeFile of the census tracts of the municipality Paulista / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Paulista / PE / Northeast|Paulista.zip|2000|01/01/2004
324|ShapeFile of the census tracts of the municipality Pedreira / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pedreira / SP / Southeast|Pedreira.zip|2000|01/01/2004
325|ShapeFile of the census tracts of the municipality Pedro Leopoldo / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pedro Leopoldo / MG / Southeast|Pedro_Leopoldo.zip|2000|01/01/2004
326|ShapeFile of the census tracts of the municipality Pelotas / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pelotas / RS / South|Pelotas.zip|2000|01/01/2004
327|ShapeFile of the census tracts of the municipality Peruíbe / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Peruíbe / SP / Southeast|Peruibe.zip|2000|01/01/2004
328|ShapeFile of the census tracts of the municipality Petrolina / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Petrolina / PE / Northeast|Petrolina.zip|2000|01/01/2004
329|ShapeFile of the census tracts of the municipality Petrópolis / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Petrópolis / RJ / Southeast|Petropolis.zip|2000|01/01/2004
330|ShapeFile of the census tracts of the municipality Pilar / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pilar / AL / Northeast|Pilar.zip|2000|01/01/2004
331|ShapeFile of the census tracts of the municipality Pinhais / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pinhais / PR / South|Pinhais.zip|2000|01/01/2004
332|ShapeFile of the census tracts of the municipality Piracicaba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Piracicaba / SP / Southeast|Piracicaba.zip|2000|01/01/2004
333|ShapeFile of the census tracts of the municipality Pirapora do Bom Jesus / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pirapora do Bom Jesus / SP / Southeast|Pirapora_do_Bom_Jesus.zip|2000|01/01/2004
334|ShapeFile of the census tracts of the municipality Piraquara / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Piraquara / PR / South|Piraquara.zip|2000|01/01/2004
335|ShapeFile of the census tracts of the municipality Pirenópolis / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Pirenópolis / GO / Midwest|Pirenopolis.zip|2000|01/01/2004
336|ShapeFile of the census tracts of the municipality Planaltina / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Planaltina / GO / Midwest|Planaltina.zip|2000|01/01/2004
337|ShapeFile of the census tracts of the municipality Poá / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Poá / SP / Southeast|Poa.zip|2000|01/01/2004
338|ShapeFile of the census tracts of the municipality Ponta Grossa / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ponta Grossa / PR / South|Ponta_Grossa.zip|2000|01/01/2004
339|ShapeFile of the census tracts of the municipality Portão / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Portão / RS / South|Portao.zip|2000|01/01/2004
340|ShapeFile of the census tracts of the municipality Porto Alegre / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Porto Alegre / RS / South|Porto_Alegre.zip|2000|01/01/2004
341|ShapeFile of the census tracts of the municipality Porto Velho / RO / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Porto Velho / RO / North|Porto_Velho.zip|2000|01/01/2004
342|ShapeFile of the census tracts of the municipality Praia Grande / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Praia Grande / SP / Southeast|Praia_Grande.zip|2000|01/01/2004
343|ShapeFile of the census tracts of the municipality Presidente Prudente / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Presidente Prudente / SP / Southeast|Presidente_Prudente.zip|2000|01/01/2004
344|ShapeFile of the census tracts of the municipality Quatro Barras / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Quatro Barras / PR / South|Quatro_Barras.zip|2000|01/01/2004
345|ShapeFile of the census tracts of the municipality Queimados / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Queimados / RJ / Southeast|Queimados.zip|2000|01/01/2004
346|ShapeFile of the census tracts of the municipality Raposa / MA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Raposa / MA / Northeast|Raposa.zip|2000|01/01/2004
347|ShapeFile of the census tracts of the municipality Raposos / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Raposos / MG / Southeast|Raposos.zip|2000|01/01/2004
348|ShapeFile of the census tracts of the municipality Recife / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Recife / PE / Northeast|Recife.zip|2000|01/01/2004
349|ShapeFile of the census tracts of the municipality Ribeirão das Neves / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ribeirão das Neves / MG / Southeast|Ribeirao_das_Neves.zip|2000|01/01/2004
350|ShapeFile of the census tracts of the municipality Ribeirão Pires / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ribeirão Pires / SP / Southeast|Ribeirao_Pires.zip|2000|01/01/2004
351|ShapeFile of the census tracts of the municipality Ribeirão Preto / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ribeirão Preto / SP / Southeast|Ribeirao_Preto.zip|2000|01/01/2004
352|ShapeFile of the census tracts of the municipality Rio Acima / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Acima / MG / Southeast|Rio_Acima.zip|2000|01/01/2004
353|ShapeFile of the census tracts of the municipality Rio Bonito / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Bonito / RJ / Southeast|Rio_Bonito.zip|2000|01/01/2004
354|ShapeFile of the census tracts of the municipality Rio Branco / AC / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Branco / AC / North|Rio_Branco.zip|2000|01/01/2004
355|ShapeFile of the census tracts of the municipality Rio Branco do Sul / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Branco do Sul / PR / South|Rio_Branco_do_Sul.zip|2000|01/01/2004
356|ShapeFile of the census tracts of the municipality Rio Claro / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Claro / SP / Southeast|Rio_Claro.zip|2000|01/01/2004
357|ShapeFile of the census tracts of the municipality Rio de Janeiro / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio de Janeiro / RJ / Southeast|Rio_de_Janeiro.zip|2000|01/01/2004
358|ShapeFile of the census tracts of the municipality Rio Grande / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Grande / RS / South|Rio_Grande.zip|2000|01/01/2004
359|ShapeFile of the census tracts of the municipality Rio Grande da Serra / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Grande da Serra / SP / Southeast|Rio_Grande_da_Serra.zip|2000|01/01/2004
360|ShapeFile of the census tracts of the municipality Rio Largo / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Largo / AL / Northeast|Rio_Largo.zip|2000|01/01/2004
361|ShapeFile of the census tracts of the municipality Rio Manso / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Manso / MG / Southeast|Rio_Manso.zip|2000|01/01/2004
362|ShapeFile of the census tracts of the municipality Rio Tinto / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rio Tinto / PB / Northeast|Rio_Tinto.zip|2000|01/01/2004
363|ShapeFile of the census tracts of the municipality Rondonópolis / MT / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Rondonópolis / MT / Midwest|Rondonopolis.zip|2000|01/01/2004
364|ShapeFile of the census tracts of the municipality Sabará / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sabará / MG / Southeast|Sabara.zip|2000|01/01/2004
365|ShapeFile of the census tracts of the municipality Salesópolis / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Salesópolis / SP / Southeast|Salesopolis.zip|2000|01/01/2004
366|ShapeFile of the census tracts of the municipality Salvador / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Salvador / BA / Northeast|Salvador.zip|2000|01/01/2004
367|ShapeFile of the census tracts of the municipality Santa Bárbara do Pará / PA / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Bárbara do Pará / PA / North|Santa_Barbara_do_Para.zip|2000|01/01/2004
368|ShapeFile of the census tracts of the municipality Santa Bárbara d'Oeste / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Bárbara d'Oeste / SP / Southeast|Santa_Barbara_d'Oeste.zip|2000|01/01/2004
369|ShapeFile of the census tracts of the municipality Santa Isabel / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Isabel / SP / Southeast|Santa_Isabel.zip|2000|01/01/2004
370|ShapeFile of the census tracts of the municipality Santa Luzia / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Luzia / MG / Southeast|Santa_Luzia.zip|2000|01/01/2004
371|ShapeFile of the census tracts of the municipality Santa Luzia do Norte / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Luzia do Norte / AL / Northeast|Santa_Luzia_do_Norte.zip|2000|01/01/2004
372|ShapeFile of the census tracts of the municipality Santa Maria / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Maria / RS / South|Santa_Maria.zip|2000|01/01/2004
373|ShapeFile of the census tracts of the municipality Santa Rita / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santa Rita / PB / Northeast|Santa_Rita.zip|2000|01/01/2004
374|ShapeFile of the census tracts of the municipality Santana / AP / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santana / AP / North|Santana.zip|2000|01/01/2004
375|ShapeFile of the census tracts of the municipality Santana de Parnaíba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santana de Parnaíba / SP / Southeast|Santana_de_Parnaiba.zip|2000|01/01/2004
376|ShapeFile of the census tracts of the municipality Santana do Paraíso / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santana do Paraíso / MG / Southeast|Santana_do_Paraiso.zip|2000|01/01/2004
377|ShapeFile of the census tracts of the municipality Santarém / PA / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santarém / PA / North|Santarem.zip|2000|01/01/2004
378|ShapeFile of the census tracts of the municipality Santo André / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santo André / SP / Southeast|Santo_Andre.zip|2000|01/01/2004
379|ShapeFile of the census tracts of the municipality Santo Antônio da Patrulha / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santo Antônio da Patrulha / RS / South|Santo_Antonio_da_Patrulha.zip|2000|01/01/2004
380|ShapeFile of the census tracts of the municipality Santo Antônio de Goiás / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santo Antônio de Goiás / GO / Midwest|Santo_Antonio_de_Goias.zip|2000|01/01/2004
381|ShapeFile of the census tracts of the municipality Santo Antônio de Posse / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santo Antônio de Posse / SP / Southeast|Santo_Antonio_de_Posse.zip|2000|01/01/2004
382|ShapeFile of the census tracts of the municipality Santo Antônio do Descoberto / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santo Antônio do Descoberto / GO / Midwest|Santo_Antonio_do_Descoberto.zip|2000|01/01/2004
383|ShapeFile of the census tracts of the municipality Santos / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Santos / SP / Southeast|Santos.zip|2000|01/01/2004
384|ShapeFile of the census tracts of the municipality São Bernardo do Campo / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Bernardo do Campo / SP / Southeast|Sao_Bernardo_do_Campo.zip|2000|01/01/2004
385|ShapeFile of the census tracts of the municipality São Caetano do Sul / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Caetano do Sul / SP / Southeast|Sao_Caetano_do_Sul.zip|2000|01/01/2004
386|ShapeFile of the census tracts of the municipality São Carlos / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Carlos / SP / Southeast|Sao_Carlos.zip|2000|01/01/2004
387|ShapeFile of the census tracts of the municipality São Francisco do Conde / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Francisco do Conde / BA / Northeast|Sao_Francisco_do_Conde.zip|2000|01/01/2004
388|ShapeFile of the census tracts of the municipality São Gonçalo / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Gonçalo / RJ / Southeast|Sao_Goncalo.zip|2000|01/01/2004
389|ShapeFile of the census tracts of the municipality São Gonçalo do Amarante / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Gonçalo do Amarante / CE / Northeast|Sao_Goncalo_do_Amarante_CE.zip|2000|01/01/2004
390|ShapeFile of the census tracts of the municipality São Gonçalo do Amarante / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Gonçalo do Amarante / RN / Northeast|Sao_Goncalo_do_Amarante_RN.zip|2000|01/01/2004
391|ShapeFile of the census tracts of the municipality São Jerônimo / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Jerônimo / RS / South|Sao_Jeronimo.zip|2000|01/01/2004
392|ShapeFile of the census tracts of the municipality São João de Meriti / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São João de Meriti / RJ / Southeast|Sao_Joao_de_Meriti.zip|2000|01/01/2004
393|ShapeFile of the census tracts of the municipality São Joaquim de Bicas / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Joaquim de Bicas / MG / Southeast|Sao_Joaquim_de_Bicas.zip|2000|01/01/2004
394|ShapeFile of the census tracts of the municipality São José / SC / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José / SC / South|Sao_Jose.zip|2000|01/01/2004
395|ShapeFile of the census tracts of the municipality São José da Lapa / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José da Lapa / MG / Southeast|Sao_Jose_da_Lapa.zip|2000|01/01/2004
396|ShapeFile of the census tracts of the municipality São José de Mipibu / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José de Mipibu / RN / Northeast|Sao_Jose_de_Mipibu.zip|2000|01/01/2004
397|ShapeFile of the census tracts of the municipality São José de Ribamar / MA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José de Ribamar / MA / Northeast|Sao_Jose_de_Ribamar.zip|2000|01/01/2004
398|ShapeFile of the census tracts of the municipality São José do Rio Preto / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José do Rio Preto / SP / Southeast|Sao_Jose_do_Rio_Preto.zip|2000|01/01/2004
399|ShapeFile of the census tracts of the municipality São José dos Campos / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José dos Campos / SP / Southeast|Sao_Jose_dos_Campos.zip|2000|01/01/2004
400|ShapeFile of the census tracts of the municipality São José dos Pinhais / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São José dos Pinhais / PR / South|Sao_Jose_dos_Pinhais.zip|2000|01/01/2004
401|ShapeFile of the census tracts of the municipality São Leopoldo / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Leopoldo / RS / South|Sao_Leopoldo.zip|2000|01/01/2004
402|ShapeFile of the census tracts of the municipality São Lourenço da Mata / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Lourenço da Mata / PE / Northeast|Sao_Lourenco_da_Mata.zip|2000|01/01/2004
403|ShapeFile of the census tracts of the municipality São Lourenço da Serra / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Lourenço da Serra / SP / Southeast|Sao_Lourenco_da_Serra.zip|2000|01/01/2004
404|ShapeFile of the census tracts of the municipality São Luís / MA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Luís / MA / Northeast|Sao_Luis.zip|2000|01/01/2004
405|ShapeFile of the census tracts of the municipality São Paulo / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Paulo / SP / Southeast|Sao_Paulo.zip|2000|01/01/2004
406|ShapeFile of the census tracts of the municipality São Vicente / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||São Vicente / SP / Southeast|Sao_Vicente.zip|2000|01/01/2004
407|ShapeFile of the census tracts of the municipality Sapiranga / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Sapiranga / RS / South|Sapiranga.zip|2000|01/01/2004
