id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
230|ShapeFile dos Setores censitários do município Itanhaém / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itanhaém / SP / Sudeste|Itanhaem.zip|2000|01/01/2004
231|ShapeFile dos Setores censitários do município Itaparica / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaparica / BA / Nordeste|Itaparica.zip|2000|01/01/2004
232|ShapeFile dos Setores censitários do município Itapecerica da Serra / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itapecerica da Serra / SP / Sudeste|Itapecerica_da_Serra.zip|2000|01/01/2004
233|ShapeFile dos Setores censitários do município Itaperuçu / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaperuçu / PR / Sul|Itaperucu.zip|2000|01/01/2004
234|ShapeFile dos Setores censitários do município Itapevi / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itapevi / SP / Sudeste|Itapevi.zip|2000|01/01/2004
235|ShapeFile dos Setores censitários do município Itapissuma / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itapissuma / PE / Nordeste|Itapissuma.zip|2000|01/01/2004
236|ShapeFile dos Setores censitários do município Itaquaquecetuba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaquaquecetuba / SP / Sudeste|Itaquaquecetuba.zip|2000|01/01/2004
237|ShapeFile dos Setores censitários do município Itatiaiuçu / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itatiaiuçu / MG / Sudeste|Itatiaiucu.zip|2000|01/01/2004
238|ShapeFile dos Setores censitários do município Itatiba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itatiba / SP / Sudeste|Itatiba.zip|2000|01/01/2004
239|ShapeFile dos Setores censitários do município Ivoti / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ivoti / RS / Sul|Ivoti.zip|2000|01/01/2004
240|ShapeFile dos Setores censitários do município Jaboatão dos Guararapes / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Jaboatão dos Guararapes / PE / Nordeste|Jaboatao_dos_Guararapes.zip|2000|01/01/2004
241|ShapeFile dos Setores censitários do município Jaboticatubas / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Jaboticatubas / MG / Sudeste|Jaboticatubas.zip|2000|01/01/2004
242|ShapeFile dos Setores censitários do município Jacareí / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Jacareí / SP / Sudeste|Jacarei.zip|2000|01/01/2004
243|ShapeFile dos Setores censitários do município Jaguariúna / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Jaguariúna / SP / Sudeste|Jaguariuna.zip|2000|01/01/2004
244|ShapeFile dos Setores censitários do município Jandira / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Jandira / SP / Sudeste|Jandira.zip|2000|01/01/2004
245|ShapeFile dos Setores censitários do município Japeri / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Japeri / RJ / Sudeste|Japeri.zip|2000|01/01/2004
246|ShapeFile dos Setores censitários do município João Pessoa / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||João Pessoa / PB / Nordeste|Joao_Pessoa.zip|2000|01/01/2004
247|ShapeFile dos Setores censitários do município Joinville / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Joinville / SC / Sul|Joinville.zip|2000|01/01/2004
248|ShapeFile dos Setores censitários do município José de Freitas / PI / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||José de Freitas / PI / Nordeste|Jose_de_Freitas.zip|2000|01/01/2004
249|ShapeFile dos Setores censitários do município Juatuba / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Juatuba / MG / Sudeste|Juatuba.zip|2000|01/01/2004
250|ShapeFile dos Setores censitários do município Juazeiro / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Juazeiro / BA / Nordeste|Juazeiro.zip|2000|01/01/2004
251|ShapeFile dos Setores censitários do município Juazeiro do Norte / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Juazeiro do Norte / CE / Nordeste|Juazeiro_do_Norte.zip|2000|01/01/2004
252|ShapeFile dos Setores censitários do município Juiz de Fora / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Juiz de Fora / MG / Sudeste|Juiz_de_Fora.zip|2000|01/01/2004
253|ShapeFile dos Setores censitários do município Jundiaí / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Jundiaí / SP / Sudeste|Jundiai.zip|2000|01/01/2004
254|ShapeFile dos Setores censitários do município Juquitiba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Juquitiba / SP / Sudeste|Juquitiba.zip|2000|01/01/2004
255|ShapeFile dos Setores censitários do município Lages / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Lages / SC / Sul|Lages.zip|2000|01/01/2004
256|ShapeFile dos Setores censitários do município Lagoa Santa / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Lagoa Santa / MG / Sudeste|Lagoa_Santa.zip|2000|01/01/2004
257|ShapeFile dos Setores censitários do município Lapa / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Lapa / PR / Sul|Lapa.zip|2000|01/01/2004
258|ShapeFile dos Setores censitários do município Lauro de Freitas / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Lauro de Freitas / BA / Nordeste|Lauro_de_Freitas.zip|2000|01/01/2004
259|ShapeFile dos Setores censitários do município Limeira / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Limeira / SP / Sudeste|Limeira.zip|2000|01/01/2004
260|ShapeFile dos Setores censitários do município Londrina / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Londrina / PR / Sul|Londrina.zip|2000|01/01/2004
261|ShapeFile dos Setores censitários do município Lucena / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Lucena / PB / Nordeste|Lucena.zip|2000|01/01/2004
262|ShapeFile dos Setores censitários do município Luziânia / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Luziânia / GO / Centro-Oeste|Luziania.zip|2000|01/01/2004
263|ShapeFile dos Setores censitários do município Macaé / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Macaé / RJ / Sudeste|Macae.zip|2000|01/01/2004
264|ShapeFile dos Setores censitários do município Macaíba / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Macaíba / RN / Nordeste|Macaiba.zip|2000|01/01/2004
265|ShapeFile dos Setores censitários do município Macapá / AP / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Macapá / AP / Norte|Macapa.zip|2000|01/01/2004
266|ShapeFile dos Setores censitários do município Maceió / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maceió / AL / Nordeste|Maceio.zip|2000|01/01/2004
267|ShapeFile dos Setores censitários do município Madre de Deus / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Madre de Deus / BA / Nordeste|Madre_de_Deus.zip|2000|01/01/2004
268|ShapeFile dos Setores censitários do município Magé / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Magé / RJ / Sudeste|Mage.zip|2000|01/01/2004
269|ShapeFile dos Setores censitários do município Mairiporã / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mairiporã / SP / Sudeste|Mairipora.zip|2000|01/01/2004
270|ShapeFile dos Setores censitários do município Mamanguape / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mamanguape / PB / Nordeste|Mamanguape.zip|2000|01/01/2004
271|ShapeFile dos Setores censitários do município Manaus / AM / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Manaus / AM / Norte|Manaus.zip|2000|01/01/2004
272|ShapeFile dos Setores censitários do município Mandirituba / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mandirituba / PR / Sul|Mandirituba.zip|2000|01/01/2004
273|ShapeFile dos Setores censitários do município Marabá / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Marabá / PA / Norte|Maraba.zip|2000|01/01/2004
274|ShapeFile dos Setores censitários do município Maracanaú / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maracanaú / CE / Nordeste|Maracanau.zip|2000|01/01/2004
275|ShapeFile dos Setores censitários do município Maranguape / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maranguape / CE / Nordeste|Maranguape.zip|2000|01/01/2004
276|ShapeFile dos Setores censitários do município Marechal Deodoro / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Marechal Deodoro / AL / Nordeste|Marechal_Deodoro.zip|2000|01/01/2004
277|ShapeFile dos Setores censitários do município Maricá / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maricá / RJ / Sudeste|Marica.zip|2000|01/01/2004
278|ShapeFile dos Setores censitários do município Marília / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Marília / SP / Sudeste|Marilia.zip|2000|01/01/2004
279|ShapeFile dos Setores censitários do município Maringá / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maringá / PR / Sul|Maringa.zip|2000|01/01/2004
280|ShapeFile dos Setores censitários do município Mário Campos / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mário Campos / MG / Sudeste|Mario_Campos.zip|2000|01/01/2004
281|ShapeFile dos Setores censitários do município Marituba / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Marituba / PA / Norte|Marituba.zip|2000|01/01/2004
282|ShapeFile dos Setores censitários do município Maruim / SE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Maruim / SE / Nordeste|Maruim.zip|2000|01/01/2004
283|ShapeFile dos Setores censitários do município Mateus Leme / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mateus Leme / MG / Sudeste|Mateus_Leme.zip|2000|01/01/2004
284|ShapeFile dos Setores censitários do município Matozinhos / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Matozinhos / MG / Sudeste|Matozinhos.zip|2000|01/01/2004
285|ShapeFile dos Setores censitários do município Mauá / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mauá / SP / Sudeste|Maua.zip|2000|01/01/2004
286|ShapeFile dos Setores censitários do município Mesquita / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mesquita / RJ / Sudeste|Mesquita.zip|2000|01/01/2004
287|ShapeFile dos Setores censitários do município Messias / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Messias / AL / Nordeste|Messias.zip|2000|01/01/2004
288|ShapeFile dos Setores censitários do município Mogi das Cruzes / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mogi das Cruzes / SP / Sudeste|Mogi_das_Cruzes.zip|2000|01/01/2004
289|ShapeFile dos Setores censitários do município Mongaguá / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mongaguá / SP / Sudeste|Mongagua.zip|2000|01/01/2004
290|ShapeFile dos Setores censitários do município Monte Alegre / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Monte Alegre / RN / Nordeste|Monte_Alegre.zip|2000|01/01/2004
291|ShapeFile dos Setores censitários do município Monte Mor / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Monte Mor / SP / Sudeste|Monte_Mor.zip|2000|01/01/2004
292|ShapeFile dos Setores censitários do município Montenegro / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Montenegro / RS / Sul|Montenegro.zip|2000|01/01/2004
293|ShapeFile dos Setores censitários do município Montes Claros / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Montes Claros / MG / Sudeste|Montes_Claros.zip|2000|01/01/2004
294|ShapeFile dos Setores censitários do município Moreno / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Moreno / PE / Nordeste|Moreno.zip|2000|01/01/2004
295|ShapeFile dos Setores censitários do município Mossoró / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Mossoró / RN / Nordeste|Mossoro.zip|2000|01/01/2004
296|ShapeFile dos Setores censitários do município Natal / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Natal / RN / Nordeste|Natal.zip|2000|01/01/2004
297|ShapeFile dos Setores censitários do município Nerópolis / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nerópolis / GO / Centro-Oeste|Neropolis.zip|2000|01/01/2004
298|ShapeFile dos Setores censitários do município Nilópolis / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nilópolis / RJ / Sudeste|Nilopolis.zip|2000|01/01/2004
299|ShapeFile dos Setores censitários do município Nísia Floresta / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nísia Floresta / RN / Nordeste|Nisia_Floresta.zip|2000|01/01/2004
300|ShapeFile dos Setores censitários do município Niterói / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Niterói / RJ / Sudeste|Niteroi.zip|2000|01/01/2004
301|ShapeFile dos Setores censitários do município Nova Friburgo / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova Friburgo / RJ / Sudeste|Nova_Friburgo.zip|2000|01/01/2004
302|ShapeFile dos Setores censitários do município Nova Hartz / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova Hartz / RS / Sul|Nova_Hartz.zip|2000|01/01/2004
303|ShapeFile dos Setores censitários do município Nova Iguaçu / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova Iguaçu / RJ / Sudeste|Nova_Iguacu.zip|2000|01/01/2004
304|ShapeFile dos Setores censitários do município Nova Lima / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova Lima / MG / Sudeste|Nova_Lima.zip|2000|01/01/2004
305|ShapeFile dos Setores censitários do município Nova Odessa / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova Odessa / SP / Sudeste|Nova_Odessa.zip|2000|01/01/2004
306|ShapeFile dos Setores censitários do município Nova Santa Rita / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova Santa Rita / RS / Sul|Nova_Santa_Rita.zip|2000|01/01/2004
307|ShapeFile dos Setores censitários do município Nova União / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Nova União / MG / Sudeste|Nova_Uniao.zip|2000|01/01/2004
308|ShapeFile dos Setores censitários do município Novo Gama / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Novo Gama / GO / Centro-Oeste|Novo_Gama.zip|2000|01/01/2004
309|ShapeFile dos Setores censitários do município Novo Hamburgo / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Novo Hamburgo / RS / Sul|Novo_Hamburgo.zip|2000|01/01/2004
310|ShapeFile dos Setores censitários do município Olinda / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Olinda / PE / Nordeste|Olinda.zip|2000|01/01/2004
311|ShapeFile dos Setores censitários do município Osasco / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Osasco / SP / Sudeste|Osasco.zip|2000|01/01/2004
312|ShapeFile dos Setores censitários do município Pacajus / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pacajus / CE / Nordeste|Pacajus.zip|2000|01/01/2004
313|ShapeFile dos Setores censitários do município Pacatuba / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pacatuba / CE / Nordeste|Pacatuba.zip|2000|01/01/2004
314|ShapeFile dos Setores censitários do município Paço do Lumiar / MA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Paço do Lumiar / MA / Nordeste|Paco_do_Lumiar.zip|2000|01/01/2004
315|ShapeFile dos Setores censitários do município Padre Bernardo / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Padre Bernardo / GO / Centro-Oeste|Padre_Bernardo.zip|2000|01/01/2004
316|ShapeFile dos Setores censitários do município Palmas / TO / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Palmas / TO / Norte|Palmas.zip|2000|01/01/2004
317|ShapeFile dos Setores censitários do município Paracambi / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Paracambi / RJ / Sudeste|Paracambi.zip|2000|01/01/2004
318|ShapeFile dos Setores censitários do município Paripueira / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Paripueira / AL / Nordeste|Paripueira.zip|2000|01/01/2004
319|ShapeFile dos Setores censitários do município Parnamirim / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Parnamirim / RN / Nordeste|Parnamirim.zip|2000|01/01/2004
320|ShapeFile dos Setores censitários do município Parobé / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Parobé / RS / Sul|Parobe.zip|2000|01/01/2004
321|ShapeFile dos Setores censitários do município Passo Fundo / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Passo Fundo / RS / Sul|Passo_Fundo.zip|2000|01/01/2004
322|ShapeFile dos Setores censitários do município Paulínia / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Paulínia / SP / Sudeste|Paulinia.zip|2000|01/01/2004
323|ShapeFile dos Setores censitários do município Paulista / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Paulista / PE / Nordeste|Paulista.zip|2000|01/01/2004
324|ShapeFile dos Setores censitários do município Pedreira / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pedreira / SP / Sudeste|Pedreira.zip|2000|01/01/2004
325|ShapeFile dos Setores censitários do município Pedro Leopoldo / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pedro Leopoldo / MG / Sudeste|Pedro_Leopoldo.zip|2000|01/01/2004
326|ShapeFile dos Setores censitários do município Pelotas / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pelotas / RS / Sul|Pelotas.zip|2000|01/01/2004
327|ShapeFile dos Setores censitários do município Peruíbe / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Peruíbe / SP / Sudeste|Peruibe.zip|2000|01/01/2004
328|ShapeFile dos Setores censitários do município Petrolina / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Petrolina / PE / Nordeste|Petrolina.zip|2000|01/01/2004
329|ShapeFile dos Setores censitários do município Petrópolis / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Petrópolis / RJ / Sudeste|Petropolis.zip|2000|01/01/2004
330|ShapeFile dos Setores censitários do município Pilar / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pilar / AL / Nordeste|Pilar.zip|2000|01/01/2004
331|ShapeFile dos Setores censitários do município Pinhais / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pinhais / PR / Sul|Pinhais.zip|2000|01/01/2004
332|ShapeFile dos Setores censitários do município Piracicaba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Piracicaba / SP / Sudeste|Piracicaba.zip|2000|01/01/2004
333|ShapeFile dos Setores censitários do município Pirapora do Bom Jesus / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pirapora do Bom Jesus / SP / Sudeste|Pirapora_do_Bom_Jesus.zip|2000|01/01/2004
334|ShapeFile dos Setores censitários do município Piraquara / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Piraquara / PR / Sul|Piraquara.zip|2000|01/01/2004
335|ShapeFile dos Setores censitários do município Pirenópolis / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Pirenópolis / GO / Centro-Oeste|Pirenopolis.zip|2000|01/01/2004
336|ShapeFile dos Setores censitários do município Planaltina / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Planaltina / GO / Centro-Oeste|Planaltina.zip|2000|01/01/2004
337|ShapeFile dos Setores censitários do município Poá / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Poá / SP / Sudeste|Poa.zip|2000|01/01/2004
338|ShapeFile dos Setores censitários do município Ponta Grossa / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ponta Grossa / PR / Sul|Ponta_Grossa.zip|2000|01/01/2004
339|ShapeFile dos Setores censitários do município Portão / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Portão / RS / Sul|Portao.zip|2000|01/01/2004
340|ShapeFile dos Setores censitários do município Porto Alegre / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Porto Alegre / RS / Sul|Porto_Alegre.zip|2000|01/01/2004
341|ShapeFile dos Setores censitários do município Porto Velho / RO / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Porto Velho / RO / Norte|Porto_Velho.zip|2000|01/01/2004
342|ShapeFile dos Setores censitários do município Praia Grande / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Praia Grande / SP / Sudeste|Praia_Grande.zip|2000|01/01/2004
343|ShapeFile dos Setores censitários do município Presidente Prudente / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Presidente Prudente / SP / Sudeste|Presidente_Prudente.zip|2000|01/01/2004
344|ShapeFile dos Setores censitários do município Quatro Barras / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Quatro Barras / PR / Sul|Quatro_Barras.zip|2000|01/01/2004
345|ShapeFile dos Setores censitários do município Queimados / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Queimados / RJ / Sudeste|Queimados.zip|2000|01/01/2004
346|ShapeFile dos Setores censitários do município Raposa / MA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Raposa / MA / Nordeste|Raposa.zip|2000|01/01/2004
347|ShapeFile dos Setores censitários do município Raposos / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Raposos / MG / Sudeste|Raposos.zip|2000|01/01/2004
348|ShapeFile dos Setores censitários do município Recife / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Recife / PE / Nordeste|Recife.zip|2000|01/01/2004
349|ShapeFile dos Setores censitários do município Ribeirão das Neves / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ribeirão das Neves / MG / Sudeste|Ribeirao_das_Neves.zip|2000|01/01/2004
350|ShapeFile dos Setores censitários do município Ribeirão Pires / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ribeirão Pires / SP / Sudeste|Ribeirao_Pires.zip|2000|01/01/2004
351|ShapeFile dos Setores censitários do município Ribeirão Preto / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ribeirão Preto / SP / Sudeste|Ribeirao_Preto.zip|2000|01/01/2004
352|ShapeFile dos Setores censitários do município Rio Acima / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Acima / MG / Sudeste|Rio_Acima.zip|2000|01/01/2004
353|ShapeFile dos Setores censitários do município Rio Bonito / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Bonito / RJ / Sudeste|Rio_Bonito.zip|2000|01/01/2004
354|ShapeFile dos Setores censitários do município Rio Branco / AC / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Branco / AC / Norte|Rio_Branco.zip|2000|01/01/2004
355|ShapeFile dos Setores censitários do município Rio Branco do Sul / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Branco do Sul / PR / Sul|Rio_Branco_do_Sul.zip|2000|01/01/2004
356|ShapeFile dos Setores censitários do município Rio Claro / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Claro / SP / Sudeste|Rio_Claro.zip|2000|01/01/2004
357|ShapeFile dos Setores censitários do município Rio de Janeiro / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio de Janeiro / RJ / Sudeste|Rio_de_Janeiro.zip|2000|01/01/2004
358|ShapeFile dos Setores censitários do município Rio Grande / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Grande / RS / Sul|Rio_Grande.zip|2000|01/01/2004
359|ShapeFile dos Setores censitários do município Rio Grande da Serra / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Rio Grande da Serra / SP / Sudeste|Rio_Grande_da_Serra.zip|2000|01/01/2004
